ticket_id,customer_id,ticket_created_at,ticket_channel,ticket_type,ticket_subject,ticket_description,ticket_priority,ticket_status,assigned_agent,first_response_time_minutes,resolution_time_hours,escalated,customer_satisfaction_rating,final_resolution
TICK-001636,CUST-00940,2025-12-24 15:35:00,Email,Account Issue,AGAIN: Can't log in,Password reset not sending.,Critical,Open,Jordan,194,,FALSE,,
TICK-001637,CUST-00394,2026-05-05 07:05:00,Chat,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Medium,Pending,Alex,3,,FALSE,,
TICK-001638,CUST-00469,2025-06-14 08:48:00,Email,Refund Request,AGAIN: Need refund for Wireless Earbuds,I returned this last week and want my money back.,Critical,Resolved,Alex,138,1.9,FALSE,3,Refund processed to original payment method.
TICK-001639,CUST-00145,2025-11-01 21:04:00,Phone,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Resolved,Taylor,12,8.7,FALSE,3,Provided updated tracking link.
TICK-001640,CUST-00496,2025-08-11 06:29:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",Medium,Resolved,Jamie,15,62.4,FALSE,2,Issued return label and shipped correct item.
TICK-001641,CUST-00934,2025-09-02 02:18:00,Chat,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,High,Escalated,Pat,15,,TRUE,,
TICK-001642,CUST-00395,2026-01-07 07:10:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Low,Resolved,Morgan,1,4.9,FALSE,5,Provided updated tracking link.
TICK-001643,CUST-00885,2025-09-19 20:20:00,Chat,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,High,Resolved,Taylor,14,14.0,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001644,CUST-00416,2026-02-22 07:26:00,Email,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,High,Escalated,Morgan,246,,TRUE,,
TICK-001645,CUST-00512,2026-01-21 04:32:00,Chat,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Resolved,Alex,11,3.5,FALSE,3,Provided updated tracking link.
TICK-001646,CUST-00021,2025-07-13 05:35:00,Phone,Delivery Delay,Package is late,My Laptop Stand was supposed to be here 2 days ago.,Medium,Pending,Jordan,11,,FALSE,,
TICK-001647,CUST-00291,2025-08-13 14:50:00,Chat,Product Damage,Electric Toothbrush arrived broken,The box was smashed and the item is damaged.,High,Escalated,Morgan,15,,TRUE,,
TICK-001648,CUST-00881,2025-11-24 03:16:00,Email,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Jordan,131,29.5,FALSE,1,Sent manual reset link via SMS.
TICK-001649,CUST-00136,2026-04-11 16:42:00,Chat,Wrong Product,AGAIN: Got the wrong item,"I didn't order this, I ordered a Running Shoes.",High,Resolved,Casey,4,11.7,FALSE,5,Issued return label and shipped correct item.
TICK-001650,CUST-00071,2026-01-12 19:31:00,Chat,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,Medium,Resolved,Chris,13,2.5,FALSE,5,Refund processed to original payment method.
TICK-001651,CUST-00655,2026-01-17 16:01:00,Chat,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Pending,Riley,7,,FALSE,,
TICK-001652,CUST-00714,2025-11-14 16:09:00,Social Media,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Pat,62,9.8,FALSE,5,Refund processed to original payment method.
TICK-001653,CUST-00539,2026-01-25 23:19:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Alex,10,33.1,FALSE,2,Sent manual reset link via SMS.
TICK-001654,CUST-00642,2025-06-11 10:48:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Morgan,13,3.4,TRUE,2,Voided duplicate authorization hold.
TICK-001655,CUST-00895,2026-01-01 04:22:00,Email,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Casey,266,41.2,FALSE,3,Sent manual reset link via SMS.
TICK-001656,CUST-00240,2026-02-23 11:40:00,Phone,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,High,Resolved,Jamie,3,18.6,FALSE,1,Provided updated tracking link.
TICK-001657,CUST-00372,2026-04-16 01:46:00,Chat,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Medium,Pending,Taylor,10,,FALSE,,
TICK-001658,CUST-00180,2025-11-03 05:14:00,Email,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Medium,Resolved,Alex,48,34.6,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-001659,CUST-00739,2025-12-28 15:54:00,Chat,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Casey,3,63.5,FALSE,1,Provided updated tracking link.
TICK-001660,CUST-00035,2026-05-14 00:45:00,Email,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,Critical,Resolved,Riley,250,1.8,TRUE,1,Refund processed to original payment method.
TICK-001661,CUST-00496,2025-09-02 13:33:00,Chat,Wrong Product,AGAIN: Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",High,Resolved,Chris,1,20.7,FALSE,1,Issued return label and shipped correct item.
TICK-001662,CUST-00028,2026-05-17 13:32:00,Email,Order Tracking,Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,Medium,Open,Pat,160,,FALSE,,
TICK-001663,CUST-00298,2025-07-31 17:14:00,Social Media,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Casey,195,6.0,FALSE,3,Addressed multiple queries.
TICK-001664,CUST-00781,2026-01-14 07:39:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Escalated,Jordan,255,,TRUE,,
TICK-001665,CUST-00660,2025-08-16 11:25:00,Phone,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,High,Open,Chris,5,,TRUE,,
TICK-001666,CUST-00794,2025-09-09 17:26:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",High,Resolved,Casey,2,13.0,FALSE,4,Issued return label and shipped correct item.
TICK-001667,CUST-00454,2026-01-28 00:05:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Blender.",Medium,Resolved,Alex,12,48.9,FALSE,1,Issued return label and shipped correct item.
TICK-001668,CUST-00809,2025-11-05 08:22:00,Email,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Medium,Resolved,Jamie,266,4.8,FALSE,4,Refund processed to original payment method.
TICK-001669,CUST-00033,2025-09-08 11:36:00,Social Media,Refund Request,Need refund for Yoga Mat,I returned this last week and want my money back.,Medium,Pending,Pat,69,,FALSE,,
TICK-001670,CUST-00729,2025-06-03 12:32:00,Phone,Account Issue,Can't log in,Password reset not sending.,High,Resolved,Chris,8,3.1,TRUE,3,Sent manual reset link via SMS.
TICK-001671,CUST-00752,2025-08-23 18:09:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",High,Resolved,Taylor,12,10.9,FALSE,2,Issued return label and shipped correct item.
TICK-001672,CUST-00545,2025-10-13 02:06:00,Email,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Pat,149,26.2,FALSE,5,Sent manual reset link via SMS.
TICK-001673,CUST-00303,2025-09-24 12:57:00,Phone,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,Low,Resolved,Morgan,2,25.4,FALSE,3,Refund processed to original payment method.
TICK-001674,CUST-00826,2026-04-19 08:56:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Mechanical Keyboard.",Medium,Resolved,Jordan,9,47.3,FALSE,5,Issued return label and shipped correct item.
TICK-001675,CUST-00438,2025-09-07 15:00:00,Phone,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Resolved,Jamie,3,9.5,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-001676,CUST-00082,2026-04-04 05:28:00,Chat,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,Critical,Escalated,Taylor,8,,TRUE,,
TICK-001677,CUST-00609,2025-06-01 05:41:00,Chat,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Resolved,Taylor,10,65.4,FALSE,5,Provided updated tracking link.
TICK-001678,CUST-00087,2026-01-09 05:00:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Casey,96,68.2,FALSE,2,Addressed multiple queries.
TICK-001679,CUST-00941,2025-10-29 07:29:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Low,Open,Taylor,8,,FALSE,,
TICK-001680,CUST-00898,2026-03-29 06:34:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Chris,4,63.1,FALSE,2,Sent manual reset link via SMS.
TICK-001681,CUST-00260,2025-11-10 22:11:00,Social Media,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Casey,24,44.4,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001682,CUST-00595,2026-05-03 17:08:00,Chat,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Medium,Pending,Morgan,8,,FALSE,,
TICK-001683,CUST-00812,2025-11-14 23:19:00,Email,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,High,Escalated,Alex,244,,TRUE,,
TICK-001684,CUST-00921,2025-08-07 12:03:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Pending,Taylor,8,,FALSE,,
TICK-001685,CUST-00603,2026-03-02 16:28:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Riley,82,45.5,FALSE,3,Sent manual reset link via SMS.
TICK-001686,CUST-00189,2026-03-05 13:53:00,Phone,Unknown Issue,Question,Does it work?,Low,Resolved,Casey,5,66.5,FALSE,1,Clarified user question and provided specs.
TICK-001687,CUST-00234,2025-08-18 14:32:00,Phone,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,Medium,Resolved,Casey,3,66.3,FALSE,3,Refund processed to original payment method.
TICK-001688,CUST-00728,2025-12-03 15:02:00,Phone,Wrong Product & Account Issue,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",High,Resolved,Jamie,10,24.0,TRUE,3,Issued return label and shipped correct item.
TICK-001689,CUST-00162,2025-07-23 22:11:00,Social Media,General Inquiry,AGAIN: Help with my order,I have a few problems with my recent purchase.,Critical,Open,Morgan,177,,TRUE,,
TICK-001690,CUST-00098,2025-06-30 16:45:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",Critical,Resolved,Casey,15,1.5,TRUE,1,Issued return label and shipped correct item.
TICK-001691,CUST-00604,2026-03-11 02:22:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",Medium,Resolved,Jordan,5,27.6,FALSE,5,Issued return label and shipped correct item.
TICK-001692,CUST-00563,2025-08-21 08:19:00,Phone,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",High,Escalated,Casey,3,,TRUE,,
TICK-001693,CUST-00102,2025-09-09 00:23:00,Email,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,Medium,Resolved,Jamie,155,45.1,FALSE,5,Refund processed to original payment method.
TICK-001694,CUST-00690,2025-09-20 11:20:00,Phone,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",Medium,Pending,Sam,10,,FALSE,,
TICK-001695,CUST-00908,2025-10-15 19:46:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Pending,Jamie,13,,FALSE,,
TICK-001696,CUST-00292,2025-07-22 13:24:00,Email,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Pending,Chris,189,,FALSE,,
TICK-001697,CUST-00857,2026-01-13 06:51:00,Phone,Product Damage,Coffee Machine arrived broken,The box was smashed and the item is damaged.,High,Resolved,Riley,15,21.0,TRUE,3,Sent overnight replacement.
TICK-001698,CUST-00833,2025-05-24 20:31:00,Social Media,Product Damage,Coffee Machine arrived broken,The box was smashed and the item is damaged.,Critical,Pending,Sam,248,,FALSE,,
TICK-001699,CUST-00787,2025-09-29 08:46:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Yoga Mat.",Medium,Resolved,Pat,12,50.9,FALSE,3,Issued return label and shipped correct item.
TICK-001700,CUST-00454,2026-05-06 17:56:00,Chat,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Medium,Pending,Taylor,7,,FALSE,,
TICK-001701,CUST-00953,2025-07-30 18:12:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Resolved,Sam,10,37.4,FALSE,5,Provided updated tracking link.
TICK-001702,CUST-00556,2026-05-05 01:47:00,Chat,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Medium,Resolved,Jamie,5,63.0,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-001703,CUST-00136,2025-09-24 21:25:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Resolved,Taylor,14,22.1,FALSE,5,Voided duplicate authorization hold.
TICK-001704,CUST-00424,2025-12-04 17:22:00,Chat,Refund Request,AGAIN: Need refund for Smart TV,I returned this last week and want my money back.,Critical,Escalated,Jamie,5,,TRUE,,
TICK-001705,CUST-00809,2026-01-27 07:50:00,Email,Delivery Delay,AGAIN: Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Critical,Resolved,Pat,246,2.5,TRUE,2,"Escalated to carrier, offered $10 credit."
TICK-001706,CUST-00966,2026-03-02 06:07:00,Chat,Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Casey,15,2.2,TRUE,2,Sent overnight replacement.
TICK-001707,CUST-00794,2025-06-01 19:28:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Casey,143,40.4,FALSE,2,Addressed multiple queries.
TICK-001708,CUST-00904,2025-05-24 18:27:00,Phone,Product Damage,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,High,Resolved,Jamie,5,14.7,FALSE,3,Sent overnight replacement.
TICK-001709,CUST-00911,2026-01-12 01:04:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Pending,Casey,277,,FALSE,,
TICK-001710,CUST-00263,2025-09-15 02:29:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",High,Escalated,Jordan,282,,TRUE,,
TICK-001711,CUST-00719,2026-02-18 17:31:00,Email,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,High,Resolved,Alex,109,10.4,FALSE,5,Refund processed to original payment method.
TICK-001712,CUST-00722,2025-09-28 09:29:00,Phone,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Riley,6,63.3,FALSE,4,Sent manual reset link via SMS.
TICK-001713,CUST-00374,2026-04-05 17:57:00,Chat,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,High,Resolved,Alex,8,23.5,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001714,CUST-00326,2025-07-12 20:07:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Open,Taylor,10,,FALSE,,
TICK-001715,CUST-00127,2025-09-08 22:24:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Morgan,9,42.5,FALSE,3,Addressed multiple queries.
TICK-001716,CUST-00135,2025-07-18 05:46:00,Email,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Resolved,Jamie,71,21.6,FALSE,4,Sent overnight replacement.
TICK-001717,CUST-00640,2026-05-04 07:07:00,Phone,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,High,Resolved,Casey,15,5.9,TRUE,5,Refund processed to original payment method.
TICK-001718,CUST-00960,2025-06-12 22:15:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Escalated,Riley,9,,TRUE,,
TICK-001719,CUST-00967,2026-04-30 04:17:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Resolved,Taylor,10,42.9,FALSE,4,Addressed multiple queries.
TICK-001720,CUST-00929,2025-11-08 03:06:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Open,Alex,259,,TRUE,,
TICK-001721,CUST-00138,2025-06-12 14:55:00,Social Media,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",High,Resolved,Chris,123,6.9,FALSE,1,Issued return label and shipped correct item.
TICK-001722,CUST-00441,2026-01-21 12:08:00,Phone,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Resolved,Taylor,10,53.0,FALSE,1,Provided updated tracking link.
TICK-001723,CUST-00578,2026-04-18 12:10:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",Medium,Resolved,Taylor,14,10.9,FALSE,1,Issued return label and shipped correct item.
TICK-001724,CUST-00578,2026-02-24 11:14:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Pending,Taylor,153,,FALSE,,
TICK-001725,CUST-00629,2026-02-17 11:57:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Mechanical Keyboard.",Medium,Resolved,Jordan,14,53.4,FALSE,3,Issued return label and shipped correct item.
TICK-001726,CUST-00551,2026-03-07 23:28:00,Email,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,High,Resolved,Jamie,231,22.9,FALSE,2,Provided updated tracking link.
TICK-001727,CUST-00766,2025-11-12 17:16:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Jordan,39,1.2,TRUE,3,Voided duplicate authorization hold.
